,relation1RT,relation1Orange,relation1Blue,relation1OrangeBlue,relation2RT,relation2Orange,relation2Blue,relation2OrangeBlue,relation3RT,relation3Orange,relation3Blue,relation3OrangeBlue,relation4RT,relation4Orange,relation4Blue,relation4OrangeBlue,relation5RT,relation5Orange,relation5Blue,relation5OrangeBlue,expRT,expOrange,expBlue,expBoth,attentionCheckRT,attentionCheck,attention1RT,attention1,attention2RT,attentionOrange,attentionBlue,attentionBulb,id,language,age,gender,condition,totalRT,flat,intentionMean,relation1BlueNorm,relation1OrangeNorm,relation1OrangeBlueNorm,max,relation2BlueNorm,relation2OrangeNorm,relation2OrangeBlueNorm,relation3BlueNorm,relation3OrangeNorm,relation3OrangeBlueNorm,relation4BlueNorm,relation4OrangeNorm,relation4OrangeBlueNorm,relation5BlueNorm,relation5OrangeNorm,relation5OrangeBlueNorm
1,37.853,3,6,3,10.449,1,1,1,5.679,1,1,1,3.595,1,1,1,17.676,5,1,7,25.737,1,1,9,4.641,1,11.443,2,9.393,0,0,1,5ebdb0ef47fead0e794fb5f3,Polish,19,Male,condition 2,4.45705,FALSE,9,0.5,0.25,0.25,13,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.076923077,0.384615385,0.538461538
2,13.701,2,3,3,6.245,3,6,6,9.393,2,2,5,5.618,4,4,5,6.637,4,3,9,11.455,3,4,4,6.303,8,9.494,2,9.916,0,0,1,60d0b1de79020dcced081d7a,Polish,22,Male,condition 1,3.312733333,FALSE,6,0.375,0.25,0.375,16,0.4,0.2,0.4,0.222222222,0.222222222,0.555555556,0.307692308,0.307692308,0.384615385,0.1875,0.25,0.5625
3,20.531,2,8,5,12.348,2,9,3,8.318,6,1,4,9.8,7,2,6,9.827,4,4,9,15.391,1,9,4,10.365,5,11.558,2,15.361,0,0,1,5a85d403ae9a0b0001a9ec8c,portuguese,24,Female,condition 1,4.238516667,FALSE,6.5,0.533333333,0.133333333,0.333333333,17,0.642857143,0.142857143,0.214285714,0.090909091,0.545454545,0.363636364,0.133333333,0.466666667,0.4,0.235294118,0.235294118,0.529411765
4,20.983,2,8,6,8.358,1,9,5,6.982,4,6,4,8.635,6,5,8,6.002,9,5,7,20.674,1,8,4,3.356,1,8.514,2,8.301,0,0,1,60fedf0d046ba83946b9a049,English,23,Female,condition 2,3.144066667,FALSE,8,0.5,0.125,0.375,21,0.6,0.066666667,0.333333333,0.428571429,0.285714286,0.285714286,0.263157895,0.315789474,0.421052632,0.238095238,0.428571429,0.333333333
5,16.643,5,5,5,5.565,5,5,5,7.25,5,5,6,5.832,5,5,6,7.697,4,4,7,25.227,1,9,1,6.449,1,9.399,2,10.876,0,0,1,5d88f5e629a4eb0001c3f7b4,Hungarian,28,Other,condition 2,3.921166667,FALSE,9,0.333333333,0.333333333,0.333333333,15,0.333333333,0.333333333,0.333333333,0.3125,0.3125,0.375,0.3125,0.3125,0.375,0.266666667,0.266666667,0.466666667
6,48.388,1,1,9,22.397,1,3,7,11.088,1,5,5,13.242,1,3,7,14.532,1,1,9,30.017,1,5,5,8.489,1,15.334,2,13.523,0,0,1,5ef811e6ab1a7e559d67aefe,Spanish,24,Male,condition 2,5.619583333,FALSE,9,0.090909091,0.090909091,0.818181818,11,0.272727273,0.090909091,0.636363636,0.454545455,0.090909091,0.454545455,0.272727273,0.090909091,0.636363636,0.090909091,0.090909091,0.818181818
7,24.268,3,3,3,14.253,3,3,3,7.059,3,3,3,6.884,3,3,4,9.903,7,1,7,19.615,6,8,4,5.471,2,9.745,2,18.852,1,0,0,5e66bf83d06ef14483413880,Polish,28,Female,condition 2,4.30955,FALSE,8,0.333333333,0.333333333,0.333333333,15,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.3,0.3,0.4,0.066666667,0.466666667,0.466666667
8,40.234,6,9,4,14.438,3,9,6,11.077,8,7,6,11.303,9,4,7,7.392,9,1,9,16.636,4,9,4,6.653,2,7.069,2,7.828,0,0,1,5e7b98f76c68581ac48fc3e5,polish,23,Female,condition 1,4.308133333,FALSE,9,0.473684211,0.315789474,0.210526316,19,0.5,0.166666667,0.333333333,0.333333333,0.380952381,0.285714286,0.2,0.45,0.35,0.052631579,0.473684211,0.473684211
9,34.169,3,3,6,15.892,6,3,6,12.67,3,6,6,7.356,3,3,9,13.085,3,6,9,35.33,9,9,9,6.89,1,12.946,2,20.823,0,1,1,5dc4873f48e786349bd53b2a,English,41,Female,condition 2,5.439616667,FALSE,9,0.25,0.25,0.5,18,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.6,0.333333333,0.166666667,0.5
10,24.69,2,7,5,14.128,3,6,4,7.433,5,3,5,6.96,5,3,5,13.119,1,1,9,13.233,2,8,2,5.83,2,12.316,2,11.866,0,0,1,616494f1ae4537c01914c758,Portuguese,23,Female,condition 1,5.3272,FALSE,8.5,0.5,0.142857143,0.357142857,11,0.461538462,0.230769231,0.307692308,0.230769231,0.384615385,0.384615385,0.230769231,0.384615385,0.384615385,0.090909091,0.090909091,0.818181818
11,17.981,5,5,5,10.616,5,6,5,5.357,5,7,5,9.726,6,6,7,7.269,7,5,9,16.374,4,8,4,5.199,3,13.248,2,10.694,0,0,1,5f52abb4c62ac45a1bac3ac5,English,21,Male,condition 2,4.698266667,FALSE,8.5,0.333333333,0.333333333,0.333333333,21,0.375,0.3125,0.3125,0.411764706,0.294117647,0.294117647,0.315789474,0.315789474,0.368421053,0.238095238,0.333333333,0.428571429
12,28.294,5,5,5,9.056,5,5,5,10.244,5,3,5,6.797,5,3,5,12.186,9,9,9,12.349,5,7,5,8.375,5,5.91,2,13.759,0,0,1,60b7be9f5e3d9290ded3bedf,English,31,Female,condition 1,3.930216667,FALSE,7,0.333333333,0.333333333,0.333333333,27,0.333333333,0.333333333,0.333333333,0.230769231,0.384615385,0.384615385,0.230769231,0.384615385,0.384615385,0.333333333,0.333333333,0.333333333
13,26.488,3,7,4,6.461,3,7,4,5.138,2,7,3,11.164,5,5,6,7.332,8,8,9,10.358,3,9,3,3.106,2,7.013,2,7.187,0,0,1,61250bb64b35d9013307061e,English,24,Other,condition 2,3.12405,FALSE,6.5,0.5,0.214285714,0.285714286,25,0.5,0.214285714,0.285714286,0.583333333,0.166666667,0.25,0.3125,0.3125,0.375,0.32,0.32,0.36
14,24.837,2,7,2,8.615,1,8,2,7.021,4,7,4,5.173,4,5,4,8.163,6,6,9,17.049,3,5,5,6.785,1,12.195,2,25.635,0,0,1,5d1cc431d041490016da4898,Polish,21,Male,condition 2,3.881116667,FALSE,5,0.636363636,0.181818182,0.181818182,21,0.727272727,0.090909091,0.181818182,0.466666667,0.266666667,0.266666667,0.384615385,0.307692308,0.307692308,0.285714286,0.285714286,0.428571429
15,54.348,9,1,1,23.33,9,1,5,9.747,9,1,5,9.274,5,5,5,8.5,9,1,3,21.038,1,9,1,3.839,1,9.971,2,19.418,1,0,1,613aef9b0ba0509582bdab15,Spanish,22,Female,condition 1,5.88395,FALSE,9,0.090909091,0.818181818,0.090909091,13,0.066666667,0.6,0.333333333,0.066666667,0.6,0.333333333,0.333333333,0.333333333,0.333333333,0.076923077,0.692307692,0.230769231
16,32.657,9,1,1,27.254,9,1,5,13.464,9,1,1,19.754,9,1,9,11.415,9,1,9,31.035,1,9,5,10.012,5,21.386,2,19.805,0,0,1,6054ce9cd4e5c96ab84e9113,English,24,Female,condition 2,7.063666667,FALSE,9,0.090909091,0.818181818,0.090909091,19,0.066666667,0.6,0.333333333,0.090909091,0.818181818,0.090909091,0.052631579,0.473684211,0.473684211,0.052631579,0.473684211,0.473684211
17,29.646,3,6,5,17.399,4,7,5,9.9,6,3,4,10.359,6,3,4,8.9,9,1,1,20.361,3,7,4,8.398,6,15.149,2,14.388,1,0,1,5e1c8a8ea11fd8000d914805,Portuguese,43,Female,condition 1,4.920616667,FALSE,7,0.428571429,0.214285714,0.357142857,11,0.4375,0.25,0.3125,0.230769231,0.461538462,0.307692308,0.230769231,0.461538462,0.307692308,0.090909091,0.818181818,0.090909091
18,14.648,5,7,2,7.685,8,5,5,6.848,8,1,7,5.382,6,1,7,5.401,7,1,7,12.252,1,1,5,5.567,1,5.022,2,16.902,1,1,0,5e03fdb2ac9e16edc91d0108,Spanish,35,Male,condition 2,2.797033333,FALSE,9,0.5,0.357142857,0.142857143,15,0.277777778,0.444444444,0.277777778,0.0625,0.5,0.4375,0.071428571,0.428571429,0.5,0.066666667,0.466666667,0.466666667
19,37.737,2,7,4,15.438,2,7,2,11.955,2,7,2,12.849,4,4,7,7.267,1,1,9,17.141,1,9,1,6.001,1,16.461,2,9.088,0,0,1,5c60571b0112a60001a2b034,English,56,Female,condition 1,5.098916667,FALSE,7,0.538461538,0.153846154,0.307692308,11,0.636363636,0.181818182,0.181818182,0.636363636,0.181818182,0.181818182,0.266666667,0.266666667,0.466666667,0.090909091,0.090909091,0.818181818
20,18.237,4,7,5,18.771,4,7,6,12.561,7,3,2,39.299,5,3,2,9.589,6,3,8,16.297,2,8,1,6.564,2,9.983,2,9.732,0,0,1,608ac4aaa0da08ba566333bd,Spanish,19,Female,condition 1,6.192166667,FALSE,8,0.4375,0.25,0.3125,17,0.411764706,0.235294118,0.352941176,0.25,0.583333333,0.166666667,0.3,0.5,0.2,0.176470588,0.352941176,0.470588235
21,26.465,5,7,4,12.964,3,6,5,11.657,6,5,4,7.57,6,3,3,10.843,2,7,2,9.019,7,3,5,3.037,5,9.621,2,5.621,0,1,1,5ae5a589c67d830001ce8c73,Portuguese,67,Female,condition 1,2.8959,FALSE,8,0.4375,0.3125,0.25,11,0.428571429,0.214285714,0.357142857,0.333333333,0.4,0.266666667,0.25,0.5,0.25,0.636363636,0.181818182,0.181818182
22,29.002,2,8,5,26.48,2,8,4,14.895,1,9,2,17.826,6,4,5,14.908,3,3,9,22.788,2,8,3,9.118,7,12.005,2,12.486,0,0,1,5e95ae4e775eaa93c903af67,Dutch,42,Female,condition 2,5.553666667,FALSE,9,0.533333333,0.133333333,0.333333333,15,0.571428571,0.142857143,0.285714286,0.75,0.083333333,0.166666667,0.266666667,0.4,0.333333333,0.2,0.2,0.6
23,28.4,5,5,5,14.484,5,5,5,11.798,5,4,5,8.103,3,3,6,10.302,1,1,9,18.102,4,7,4,3.697,1,9.579,2,14.193,0,0,1,5fbbde667818f3dc301f6647,Polish,NA,NA,condition 2,4.127633333,FALSE,8.5,0.333333333,0.333333333,0.333333333,11,0.333333333,0.333333333,0.333333333,0.285714286,0.357142857,0.357142857,0.25,0.25,0.5,0.090909091,0.090909091,0.818181818
24,18.717,5,3,7,14.076,2,7,4,7.948,7,5,9,8.313,5,5,9,8.305,3,4,9,13.258,3,4,8,3.552,2,6.736,2,76.213,0,0,1,5fbb9709a507f0ce98518d2c,Polish,19,Male,condition 2,5.270416667,FALSE,8,0.2,0.333333333,0.466666667,16,0.538461538,0.153846154,0.307692308,0.238095238,0.333333333,0.428571429,0.263157895,0.263157895,0.473684211,0.25,0.1875,0.5625
25,28.183,5,5,7,20.742,4,6,6,10.752,6,5,6,7.327,6,4,6,26.318,1,6,8,32.769,5,5,5,5.623,7,20.708,2,24.883,0,0,1,5b5b02c14e945800017d5da1,Russian,34,Male,condition 1,6.484933333,FALSE,5,0.294117647,0.294117647,0.411764706,15,0.375,0.25,0.375,0.294117647,0.352941176,0.352941176,0.25,0.375,0.375,0.4,0.066666667,0.533333333
26,38.57,6,4,6,15.432,4,6,6,17.155,4,4,5,13.555,3,3,7,14.496,3,3,8,35.785,2,7,6,5.857,3,17.169,2,14.428,0,0,1,6176d0b0082a72e2d48bfb9e,English,24,Female,condition 2,6.403116667,FALSE,7,0.25,0.375,0.375,14,0.375,0.25,0.375,0.307692308,0.307692308,0.384615385,0.230769231,0.230769231,0.538461538,0.214285714,0.214285714,0.571428571
27,41.364,5,7,4,14.92,4,7,2,14.432,6,2,5,12.857,6,1,5,13.906,1,1,9,18.49,1,9,1,8.133,2,14.661,2,21.557,0,0,1,5ff701b8306c942f545a7af1,Spanish,26,Female,condition 1,6.188183333,FALSE,9,0.4375,0.3125,0.25,11,0.538461538,0.307692308,0.153846154,0.153846154,0.461538462,0.384615385,0.083333333,0.5,0.416666667,0.090909091,0.090909091,0.818181818
28,19.917,2,2,2,17.126,2,4,3,8.601,4,5,3,5.33,3,5,4,12.496,7,2,2,17.662,2,2,2,4.143,4,46.406,2,55.215,0,0,1,6129190d06e3a58b2f05456d,Hungarian,NA,NA,condition 2,5.814816667,FALSE,6,0.333333333,0.333333333,0.333333333,11,0.444444444,0.222222222,0.333333333,0.416666667,0.333333333,0.25,0.416666667,0.25,0.333333333,0.181818182,0.636363636,0.181818182
29,35.662,5,5,5,42.126,5,6,5,11.03,4,7,2,11.841,4,6,4,7.537,1,1,9,54.897,5,5,7,14.056,1,9.3,2,25.068,0,0,1,5ea6b76db2b9b602423a74ba,Portuguese,26,Male,condition 2,6.378716667,FALSE,6.5,0.333333333,0.333333333,0.333333333,11,0.375,0.3125,0.3125,0.538461538,0.307692308,0.153846154,0.428571429,0.285714286,0.285714286,0.090909091,0.090909091,0.818181818
30,30.465,4,5,4,11.284,2,7,4,9.937,3,7,4,7.442,3,7,3,9.638,9,4,9,18.067,3,5,8,4.743,6,14.359,2,18.316,1,0,1,60b7d851f18e424aa48f30a0,Isixhosa,29,Female,condition 2,6.206416667,FALSE,7,0.384615385,0.307692308,0.307692308,22,0.538461538,0.153846154,0.307692308,0.5,0.214285714,0.285714286,0.538461538,0.230769231,0.230769231,0.181818182,0.409090909,0.409090909
31,34.06,5,5,1,13.142,4,6,1,8.936,3,7,1,10.156,4,6,1,8.736,1,1,9,30.102,7,7,7,8.196,3,7.552,2,15.09,0,0,1,5b2dff9daca2940001423c73,French,26,Female,condition 2,4.85805,FALSE,4.5,0.454545455,0.454545455,0.090909091,11,0.545454545,0.363636364,0.090909091,0.636363636,0.272727273,0.090909091,0.545454545,0.363636364,0.090909091,0.090909091,0.090909091,0.818181818
32,25.616,2,8,5,12.779,1,8,6,9.813,1,8,6,10.792,5,7,7,9.659,6,6,9,19.446,4,8,6,9.035,3,12.751,2,9.928,0,0,1,60fdd43a701bcc27bb0aa5a5,French,21,Female,condition 2,4.6182,FALSE,6,0.533333333,0.133333333,0.333333333,21,0.533333333,0.066666667,0.4,0.533333333,0.066666667,0.4,0.368421053,0.263157895,0.368421053,0.285714286,0.285714286,0.428571429
33,29.061,5,8,2,16.472,3,7,1,8.268,3,5,1,8.534,5,4,1,6.643,9,9,9,17.406,5,9,1,6.123,1,9.655,2,12.471,0,0,1,60a25a5bcace4e33615c467c,Spanish,20,Male,condition 2,5.314683333,FALSE,9,0.533333333,0.333333333,0.133333333,27,0.636363636,0.272727273,0.090909091,0.555555556,0.333333333,0.111111111,0.4,0.5,0.1,0.333333333,0.333333333,0.333333333
34,8.496,7,2,5,8.212,7,4,6,6.906,4,1,6,5.332,3,3,7,4.373,2,2,9,8.434,2,7,4,3.719,1,2.567,2,8.188,0,0,1,616494f1ae4537c01914c758,Portuguese,23,Female,condition 2,2.369983333,FALSE,9,0.142857143,0.5,0.357142857,13,0.235294118,0.411764706,0.352941176,0.090909091,0.363636364,0.545454545,0.230769231,0.230769231,0.538461538,0.153846154,0.153846154,0.692307692
35,31.132,5,5,5,16.954,4,6,3,8.09,4,6,3,10.052,5,5,3,9.705,1,1,9,22.044,5,7,2,9.93,2,15.29,2,8.556,0,0,1,6137b173cb7545edf5e05406,Slovene,22,Male,condition 2,4.433866667,FALSE,8.5,0.333333333,0.333333333,0.333333333,11,0.461538462,0.307692308,0.230769231,0.461538462,0.307692308,0.230769231,0.384615385,0.384615385,0.230769231,0.090909091,0.090909091,0.818181818
36,22.214,4,7,2,14.13,1,8,5,15.772,7,4,6,11.555,4,1,8,13.615,7,1,7,10.922,1,9,1,3.624,1,6.923,2,7.778,0,0,1,5f9fc753be94016201d471fc,Czech,23,Female,condition 1,4.05795,FALSE,9,0.538461538,0.307692308,0.153846154,15,0.571428571,0.071428571,0.357142857,0.235294118,0.411764706,0.352941176,0.076923077,0.307692308,0.615384615,0.066666667,0.466666667,0.466666667
37,35.075,8,3,9,12.559,6,6,9,9.758,8,3,9,8.116,8,3,9,20.14,6,1,9,24.993,5,8,8,5.659,3,16.975,2,27.623,0,0,1,6091f992461cb242c10d480a,Spanish,26,Male,condition 1,5.444883333,FALSE,9,0.15,0.4,0.45,16,0.285714286,0.285714286,0.428571429,0.15,0.4,0.45,0.15,0.4,0.45,0.0625,0.375,0.5625
38,34.47,3,7,5,13.259,1,7,4,13.691,1,8,3,11.196,5,5,6,35.402,9,1,3,17.411,3,7,5,4.439,3,15.207,2,13.867,0,0,1,5e66df8c7f7cf84730f4eb1a,polish,22,Female,condition 2,4.9809,FALSE,7.5,0.466666667,0.2,0.333333333,13,0.583333333,0.083333333,0.333333333,0.666666667,0.083333333,0.25,0.3125,0.3125,0.375,0.076923077,0.692307692,0.230769231
39,42.569,5,5,5,20.048,2,7,4,9.117,8,2,3,12.729,5,6,5,22.293,5,5,5,18.791,9,1,1,6.699,1,13.802,2,11.033,0,0,1,60e6ed09b102ff57a70ca23f,lithuanian,39,Female,condition 1,5.838766667,FALSE,8,0.333333333,0.333333333,0.333333333,15,0.538461538,0.153846154,0.307692308,0.153846154,0.615384615,0.230769231,0.375,0.3125,0.3125,0.333333333,0.333333333,0.333333333
40,23.1,5,7,6,20.662,5,7,6,9.686,7,3,6,9.962,7,2,7,8.199,8,1,7,25.65,8,8,6,5.649,1,7.853,2,5.519,0,0,1,6071abd0ef231017c14e4624,Polish,19,Male,condition 1,3.646366667,FALSE,8,0.388888889,0.277777778,0.333333333,16,0.388888889,0.277777778,0.333333333,0.1875,0.4375,0.375,0.125,0.4375,0.4375,0.0625,0.5,0.4375
41,10.064,5,5,5,6.621,4,6,5,8.863,4,7,4,10.828,4,4,7,5.981,1,1,9,17.491,3,3,8,4.252,1,9.527,2,10.134,0,0,1,5901cf755b40770001f29ca6,French,36,Male,condition 2,3.587883333,FALSE,9,0.333333333,0.333333333,0.333333333,11,0.4,0.266666667,0.333333333,0.466666667,0.266666667,0.266666667,0.266666667,0.266666667,0.466666667,0.090909091,0.090909091,0.818181818
42,29.719,1,9,5,13.015,1,9,5,15.713,1,9,5,8.939,1,9,5,11.068,1,1,9,9.2,1,1,9,8.166,1,15.209,2,15.078,1,1,0,60e2750aebca4eccda1908f3,NA,NA,NA,condition 2,5.095233333,FALSE,9,0.6,0.066666667,0.333333333,11,0.6,0.066666667,0.333333333,0.6,0.066666667,0.333333333,0.6,0.066666667,0.333333333,0.090909091,0.090909091,0.818181818
43,28.43,5,5,5,11.625,5,5,5,9.064,5,5,5,5.256,5,5,5,6.864,1,1,9,15.717,9,1,1,4.528,1,8.657,2,9.684,0,0,1,5e37fee32d2961000b0eacb7,French,19,Male,condition 1,4.573933333,FALSE,7.5,0.333333333,0.333333333,0.333333333,11,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.090909091,0.090909091,0.818181818
44,31.275,6,4,5,21.712,5,7,5,8.342,7,7,9,10.39,3,3,9,10.119,5,5,9,21.608,3,8,3,9.459,3,20.07,2,14.377,0,0,1,5e8f9afd4885632a140ed4e5,spanish,20,Female,condition 2,5.819766667,FALSE,7,0.266666667,0.4,0.333333333,19,0.411764706,0.294117647,0.294117647,0.304347826,0.304347826,0.391304348,0.2,0.2,0.6,0.263157895,0.263157895,0.473684211
45,24.523,2,8,1,32.518,2,8,1,6.134,2,8,1,8.699,3,8,1,6.499,1,1,9,17.004,4,8,2,4.42,2,9.711,2,13.06,0,0,1,60f23a36acf5f6c70e990efd,Portuguese,24,Male,condition 2,9.14925,FALSE,7.5,0.727272727,0.181818182,0.090909091,11,0.727272727,0.181818182,0.090909091,0.727272727,0.181818182,0.090909091,0.666666667,0.25,0.083333333,0.090909091,0.090909091,0.818181818
46,25.74,5,5,8,9.295,5,7,7,10.054,4,7,6,13.505,3,3,8,11.262,1,3,9,16.269,4,6,7,5.836,1,17.844,2,10.819,0,0,1,5bb41c688f3bd70001e5a377,English,35,Male,condition 2,4.642083333,FALSE,8.5,0.277777778,0.277777778,0.444444444,13,0.368421053,0.263157895,0.368421053,0.411764706,0.235294118,0.352941176,0.214285714,0.214285714,0.571428571,0.230769231,0.076923077,0.692307692
47,36.503,5,5,5,18.766,7,5,6,12.361,5,6,5,12.257,7,6,8,12.717,1,1,9,27.796,5,6,5,4.147,1,6.701,2,11.046,0,0,1,5fdf4ff8b112b67125e0b2b1,Portuguese,20,Female,condition 2,4.301766667,FALSE,9,0.333333333,0.333333333,0.333333333,11,0.277777778,0.388888889,0.333333333,0.375,0.3125,0.3125,0.285714286,0.333333333,0.380952381,0.090909091,0.090909091,0.818181818
48,34.084,5,5,5,15.481,2,7,2,8.896,3,8,3,8.521,3,6,3,12.51,2,2,9,11.478,3,7,5,5.398,4,10.103,2,11.141,1,1,0,5874022fa763c900011d9ab7,NA,NA,NA,condition 1,4.434216667,FALSE,8,0.333333333,0.333333333,0.333333333,13,0.636363636,0.181818182,0.181818182,0.571428571,0.214285714,0.214285714,0.5,0.25,0.25,0.153846154,0.153846154,0.692307692
49,27.455,6,4,5,10.749,4,1,7,7.499,6,1,7,9.394,4,1,8,8.418,7,1,9,17.019,2,9,3,4.478,1,6.46,2,11.168,0,0,1,5b8845cd2fd5c7000101c463,"Mandarin, English",21,Female,condition 1,3.97285,FALSE,9,0.266666667,0.4,0.333333333,17,0.083333333,0.333333333,0.583333333,0.071428571,0.428571429,0.5,0.076923077,0.307692308,0.615384615,0.058823529,0.411764706,0.529411765
50,47.347,3,3,3,10.7,3,3,3,8.275,3,3,3,5.456,3,3,3,14.485,3,3,6,16.438,2,2,2,8.169,4,8.434,2,11.236,0,0,1,5eaadc1c1aed4d04dc48ae2a,English,59,Female,condition 2,4.930516667,FALSE,6.5,0.333333333,0.333333333,0.333333333,12,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0.5
51,17.571,8,3,4,11.736,7,4,4,6.987,8,2,4,7.84,7,2,6,14.002,7,1,5,14.828,1,9,5,7.407,1,12.739,2,15.549,0,0,1,608c3c5e1cf6e05149f36b6a,Italian,28,Male,condition 1,4.710316667,FALSE,8,0.2,0.533333333,0.266666667,13,0.266666667,0.466666667,0.266666667,0.142857143,0.571428571,0.285714286,0.133333333,0.466666667,0.4,0.076923077,0.538461538,0.384615385
52,46.985,3,7,5,19.59,2,9,3,11.556,7,4,8,7.363,8,4,7,16.643,1,9,1,31.321,2,9,3,6.817,7,24.036,2,28.899,1,0,1,5fde8b3e398b8b64d17b34f7,portuguese,22,Female,condition 1,6.9607,FALSE,9,0.466666667,0.2,0.333333333,11,0.642857143,0.142857143,0.214285714,0.210526316,0.368421053,0.421052632,0.210526316,0.421052632,0.368421053,0.818181818,0.090909091,0.090909091
53,20.196,3,7,4,6.938,3,7,4,9.973,3,2,3,6.147,3,2,3,7.321,3,1,9,16.347,3,1,7,2.133,2,22.751,2,3.981,0,0,1,5f241d9e2899d60008642137,NA,NA,NA,condition 2,3.2523,FALSE,7,0.5,0.214285714,0.285714286,13,0.5,0.214285714,0.285714286,0.25,0.375,0.375,0.25,0.375,0.375,0.076923077,0.230769231,0.692307692
54,35.639,5,5,5,26.524,5,6,5,8.655,5,5,5,10.175,5,5,7,18.811,1,1,9,27.934,3,8,4,10.059,2,14.421,2,17.121,0,0,1,5fc2d2d79da439201ab6addc,Greek,22,Other,condition 2,6.4696,FALSE,8,0.333333333,0.333333333,0.333333333,11,0.375,0.3125,0.3125,0.333333333,0.333333333,0.333333333,0.294117647,0.294117647,0.411764706,0.090909091,0.090909091,0.818181818
55,81.42,7,4,2,27.844,5,4,6,14.121,8,1,6,15.309,8,1,6,9.04,1,1,9,28.7,8,5,2,10.859,3,14.755,2,13.523,0,0,1,5f86e77f8f4bdc05183960b1,Portuguese,22,Male,condition 2,7.679766667,FALSE,6.5,0.307692308,0.538461538,0.153846154,11,0.266666667,0.333333333,0.4,0.066666667,0.533333333,0.4,0.066666667,0.533333333,0.4,0.090909091,0.090909091,0.818181818
56,40.428,5,5,5,16.143,6,5,5,11.782,3,5,5,15.433,3,5,5,21.963,1,9,1,34.148,7,7,7,7.367,6,23.433,2,40.981,0,0,1,607c3abee7460a09186f93d7,ENGLISH,23,Female,condition 1,7.050233333,FALSE,9,0.333333333,0.333333333,0.333333333,11,0.3125,0.375,0.3125,0.384615385,0.230769231,0.384615385,0.384615385,0.230769231,0.384615385,0.818181818,0.090909091,0.090909091
57,36.879,1,9,2,19.626,1,9,3,14.12,1,9,5,10.983,2,7,6,10.946,1,1,9,35.899,1,8,2,8.479,6,13.705,2,43.32,0,0,1,5f7200e24554ae0c3da62772,Polish,21,Male,condition 2,6.815916667,FALSE,8.5,0.75,0.083333333,0.166666667,11,0.692307692,0.076923077,0.230769231,0.6,0.066666667,0.333333333,0.466666667,0.133333333,0.4,0.090909091,0.090909091,0.818181818
58,27.006,5,6,5,11.495,3,7,3,8.22,6,6,4,6.986,8,7,6,9.976,7,7,7,33.348,6,7,5,6.015,5,15.534,2,19.701,0,0,1,5e4dc0e1506e2f222ce980be,Greek,22,Male,condition 1,5.035333333,FALSE,6.5,0.375,0.3125,0.3125,21,0.538461538,0.230769231,0.230769231,0.375,0.375,0.25,0.333333333,0.380952381,0.285714286,0.333333333,0.333333333,0.333333333
59,23.97,3,7,8,17.265,2,6,7,12.944,2,7,6,12.921,5,5,6,21.157,8,1,6,19.984,1,9,3,5.157,1,11.038,2,19.354,0,0,1,5e6d190b8c58612dfc764e60,Polish,19,Male,condition 1,5.9299,FALSE,6.5,0.388888889,0.166666667,0.444444444,15,0.4,0.133333333,0.466666667,0.466666667,0.133333333,0.4,0.3125,0.3125,0.375,0.066666667,0.533333333,0.4
60,32.716,1,9,1,14.265,1,9,1,12.474,9,1,1,8.699,9,1,1,9.749,1,1,9,13.55,1,9,1,4.535,1,10.471,2,16.914,0,0,1,60a425718813fe34f9b08a00,Portuguese,30,Female,condition 1,4.5951,FALSE,9,0.818181818,0.090909091,0.090909091,11,0.818181818,0.090909091,0.090909091,0.090909091,0.818181818,0.090909091,0.090909091,0.818181818,0.090909091,0.090909091,0.090909091,0.818181818
61,31.596,5,2,3,19.221,1,4,2,6.983,1,3,2,12.374,3,4,3,24.165,7,6,9,37.798,9,9,9,8.048,1,19.382,2,17.613,0,0,1,5fbbe4a70ee92b01626ec684,Spanish abd English,24,Female,condition 2,9.200633333,FALSE,8.5,0.2,0.5,0.3,22,0.571428571,0.142857143,0.285714286,0.5,0.166666667,0.333333333,0.4,0.3,0.3,0.272727273,0.318181818,0.409090909
62,61.036,7,5,3,14.382,5,6,5,17.416,6,3,6,8.158,4,1,7,19.833,7,1,7,21.355,2,9,2,7.414,3,8.206,2,10.591,0,0,1,5f073c1625a90f2f8cbc4a89,Polish,21,Male,condition 1,5.27265,FALSE,5.5,0.333333333,0.466666667,0.2,15,0.375,0.3125,0.3125,0.2,0.4,0.4,0.083333333,0.333333333,0.583333333,0.066666667,0.466666667,0.466666667
63,30.566,5,5,5,18.895,6,3,6,18.074,6,3,6,35.589,4,1,7,16.199,5,1,7,22.734,5,5,5,9.443,2,14.234,2,12.524,0,0,1,616823f498b414afa4fb4c71,Hungarian,18,Male,condition 2,6.295566667,FALSE,8,0.333333333,0.333333333,0.333333333,13,0.2,0.4,0.4,0.2,0.4,0.4,0.083333333,0.333333333,0.583333333,0.076923077,0.384615385,0.538461538
